rawi_index,name,grade
8809,جعفر بن عبد الله بن أسلم ، وقيل : حفص بن عبد الله,مقبول
8811,بشير بن عبد الرحمن بن كعب بن مالك,
8813,بقيرة,
8814,الحارث بن زياد,صحابي
8815,كريمة بنت الحسحاس,ثقة
8816,الزبير بن عبد الله : ابن رهيمة - وهى أمه - بن أبي خالد,مقبول
8820,عبد الحكيم,
8821,عبد الكريم,
8822,صالح المعلم,
8823,عمران بن عمير,
8824,إسماعيل بن عبد الله بن أبي طلحة,صدوق
8825,نفيس,
8828,الصقعب بن زهير بن عبد الله بن زهير بن سليم,ثقة
8829,عبيد الله بن خنيس ، ويقال : عبيد,
8830,سعيد,مستور
8832,ابنة الخباب بن الأرت,
8833,يزيد بن محمد بن خثيم,مقبول
8834,"عمرو , وقيل : عمير بن عامر بن مالك بن خنساء بن مبذول بن عمرو بن غنم بن مازن بن النجار",
8836,إبراهيم بن عبد الله بن فروخ,
8839,عتبة بن تميم,مقبول
8840,الوليد بن عامر,
8841,عبد الرحمن بن هنيدة ، أو ابن أبي هنيدة,ثقة
8842,نوح بن ميمون بن عبد الحميد بن أبي الرجال,ثقة
8843,عبد الله بن شريك,صدوق يتشيع ، أفرط الجوزجاني فكذبه
8844,جميل بن أبي ميمونة,
8845,عثمان بن شابور ، عن أبي وائل,
8846,"ميمون ، أو : مهران ، ويقال : طهمان , وكيسان , وذكوان , وهرمز",
8848,النضر بن قيس,
8849,يحيى بن أبي الهيثم,ثقة
8850,"علي بن بلال , ويقال : حسان بن بلال",
8851,"يزيد بن جارية بن عامر بن العطاف , وهو :  يزيد بن جارية بن مجمع بن العطاف",
8853,محمد بن معن بن نضلة بن عمرو,
8854,فياض بن محمد بن سنان,
8856,يحيى بن يزيد بن عبدالملك بن المغيرة بن نوفل بن الحارث بن عبد المطلب,
8857,غسان بن المفضل,
8860,قريش بن إبراهيم,
8861,كثير بن مروان,
8862,محمد بن كثير,ضعيف
8863,زياد بن أبي المليح,
8865,مخيس بن ظبيان,
8867,أم هشام بن أبي الوليد : زياد,
8868,هانئ,
8869,الحارث بن سعد بن أبي ذباب,
8870,"عبد العزيز بن عبد الله بن عبد الله بن عامر بن ربيعة , أو : عبد العزيز بن عبد الله بن عامر بن ربيعة",
8871,سلمى بنت جابر,
8872,عبد الله بن يزيد,ثقة
8873,زكريا بن عبد الله بن يزيد,
8874,أبو مالك,
8875,أبو الصلت بياع الزاد ، وبياع المرور,
8876,أم يحيى ، عن أنس,
8877,قسيم,
8878,عون بن عبد الله,
8879,مغيث بن أبي بردة,
8883,عبد الله بن مصعب بن ثابت بن عبد الله بن الزبير بن العوام,
8885,سعد,
8887,يسار : وقيل : مسلم بن سبع : وقيل : ابن أزهر,
8888,يونس بن شداد,
8889,جعفر بن عبد الرحمن,
8890,أم عبد الحميد,
8891,كثير بن يحيى بن كثير,
8895,قطبة بن قتادة بن حريز,
8896,محمد بن راشد,
8897,ربيعة بن قيس,
8898,إبراهيم بن ميمون,صدوق
8899,راشد,
8900,عمرو بن فلان,
8901,الربيع بن مالك,
8903,قيس بن سمي بن الأزهر بن عمر بن مالك بن سلمة,
8905,نعيم بن عبد الله بن أسيد بن عبد بن عوف بن عويج بن عدي بن كعب,
8906,سعد بن المنذر بن أبي حميد ، وقد ينسب إلى جده,مقبول
8907,سهل بن أبي الصلت,"صدوق , له أفراد"
8908,"نمران بن مخمر , ويقال : ابن مخبر",
8911,عياض بن ضبري ، ويقال : بن ضمري ، ويقال : بن ضبيرة,
8912,إسحاق بن عبد الله بن عامر,
8913,محمد بن عبد الله بن جعفر,
8915,عبد الرحمن بن زيد : أو يزيد,
8918,زيد بن الحسن بن علي بن أبي طالب,ثقة جليل
8919,وهب بن عبد الله بن أبي دبي ، وقد ينسب لجده ، ويقال : ابن أبي الأسود ، ويقال : وهب بن عبد الله بن كعب بن سور,ثقة
8920,يزيد بن سعيد بن ذي عصوان ، ويقال : بن عصوان,
8921,رجاء بن أبي رجاء,مقبول
8923,عياض بن مسافع,
8924,أم بكر بنت المسور بن مخرمة,مقبولة
8925,الحسن بن محمد بن عبد الله بن شعبة بن امرئ القيس بن رفاعة بن رافع بن خديج,
8926,حفص بن حميد,لا بأس به
8927,"عمارة : ويقال : عمار بن عبيد , ويقال : ابن عبيد الله , وقيل : ابن عتبة ,",
8928,أبو سفيان بن العلاء,
8929,"عمرو بن عبد الله , وقيل : ابن عبيد الله",
8930,ابن أخي أبي رهم,مقبول
8931,"كلثوم بن الحصين بن خالد بن المغيرة  بن زيد بن العميس بن أحمس بن غفار , ويقال : كلثوم بن الحصين بن عتبة بن خلف ويقال  : ابن الحصين بن خالد بن المعيسير بن زيد بن أحمس بن غفار , ويقال : كلثوم بن حصن بن عتبة بن خالد بن ثور بن غفار",صحابي مشهور
8932,عبد الحميد بن أبي جعفر,
8933,أبي بن مالك بن عمرو بن ربيعة بن عبد الله بن كعب بن ربيعة بن عامر بن صعصعة ، قال ابن معين : إنما هو : عمرو بن مالك ، وأبي خطأ ، وذكر البخاري الاختلاف فيه,
8934,حرملة بن عمرو بن سنة,
8936,"خالد بن جبل ,  ويقال : ابن أبي جيل",
8937,"هرمي بن عبد الله ، ويقال : ابن عتبة ،  ويقال : ابن عمرو و يقال عبد الله بن هرمى , وهو وهم",مستور
8940,عبد العزيز بن حكيم,
8941,"ابن أبي بشير , واسمه بشير",
8942,أبو الجعد,
8946,عبد الله بن نعيم بن همام,لين الحديث
8947,أم الطفيل,
8949,عبد الرحمن بن يزيد بن موهب,
8950,عبد الكبير بن الحكم بن عمرو,
8953,عبد الله بن قارب,
8954,أبو ثعلبة,
8955,عبد الرحمن بن عقبة,
8958,سلمى بنت حمزة بن عبد المطلب,
8959,مبارك,
8960,الوليد بن الوليد بن المغيرة بن عبد الله بن عمر بن مخزوم,
8961,أم الكرام,
8963,ذرة بنت معاذ,
8964,أم عثمان ، عن الطفيل بن أخي جويرية,
8965,أم عبد الرحمن بن طارق بن علقمة,صحابية
8967,امرأة الحسن بن محمد بن الحنفية,
8968,أم مسلم,
8969,عبد الله بن يزيد,
8971,نافع مولى أم سلمة,مقبول
8973,المنذر بن أبي المنذر,مقبول
8974,أسامة بن خريم,
8975,حنظلة بن حذيم بن حنيفة,
8976,عمر بن إبراهيم,
8980,عبيد الله بن زياد,
8983,سهلة بنت سهيل بن عمرو,
8984,قرة بن دعموص بن ربيعة بن عوف بن معاوية بن قريع بن الحارث بن نمير بن عامر,
8985,أحمد بن داود بن زياد,
8987,عبد الله أو عبيد الله بن أبي بكرة,
8990,مالك بن هدم بن أبي بن الحارث بن بداء,
8992,زبيبة بنت النعمان,
8993,نجبة بن صبيغ : ويقال ابن ضبيع,
8995,"عبيد الله بن سيار : وقيل : يسار , وقيل : سنان",
8996,لميس ، عن عائشة,
8997,يزيد بن مرة,
8998,درة بنت أبي لهب بن عبد المطلب بن هاشم بن عبد مناف,
8999,سليمان بن كعب بن عجرة ، ويقال سليمان بن محمد بن كعب,
9000,سعيد بن عمير بن نيار ، ويقال : ابن عمير بن عقبة بن نيار,مقبول
9004,عبد الله بن عبد الرحمن بن حجيرة : الأصغر,ثقة
9006,سليك بن عمرو : أو هدبة,
9009,هلال بن سويد ، ويقال : ابن أبي سويد,
9010,عروة بن قبيصة,
9011,زيد ، أو : عبد الله بن دارة,
9012,عبيد بن أبي قرة,
9013,سوار بن عمارة,صدوق ربما خالف
9014,يزيد بن أبي كبشة : جبريل بن يسار بن حيي بن قرط بن سبيل بن المقلد بن معدي كرب بن عريق بن السكسك بن أشرس بن كندة بن عفير بن عدي بن الحارث,مقبول
9015,محمد بن حفص بن عمر بن موسى بن عبيد الله بن معمر,
9017,يزيد بن عبد الله بن موهب ، وقد ينسب لجده,
9018,العوام بن مراجم,
9019,أم هلال بنت وكيع,
9020,نائلة بنت الفرافصة,
9021,هلال بن حق,مقبول
9023,ثعلبة بن يزيد,صدوق ، شيعي
9024,حرب بن سريج بن المنذر,صدوق يخطئ
9025,عبد الملك بن سفيان,
9026,أبو سخيلة,مجهول
9027,الخضر بن القواس,مجهول
9028,أبو محمد ، وقيل : ابن المورع,مجهول
9029,عبد الواحد بن صبرة,
9031,عمرو بن غزي بن أبي علباء,مجهول
9032,علباء بن أبي علباء,مقبول
9033,عمر بن الفضل,صدوق
9034,نعيم بن يزيد,مجهول
9035,سعيد بن ذي حدان,مجهول
9036,إسحاق بن يسار,ثقة
9038,بريد بن أصرم,مجهول
9039,حديج بن معاوية بن حديج بن الرحيل بن زهير بن خيثمة,صدوق يخطئ
9040,"الأحنف , يقال : ابن مشرح",
9041,"الفرات بن أحنف , وهو ابن أبي بحر",
9042,رزام بن سعيد,ثقة
9043,جواب بن عبيد الله,صدوق ، رمي بالإرجاء
9044,طارق بن زياد,مجهول
9046,عامر بن السمط ، ويقال : ابن السبط,ثقة
9047,جرير بن أبي الهياج : حيان بن حصين,مقبول
9048,أبو خليفة,مقبول
9049,مسهر بن عبد الملك بن سلع,لين الحديث
9050,"عبد الله بن سبع , ويقال : ابن سبيع",مقبول
9051,قيس بن سعد,مقبول
9052,عكرمة بن إبراهيم,
9053,واقد بن عبد الله,
9055,يزيد بن زاذى,
9059,الصبى بن أشعث بن سالم,
9062,عمر بن سلمة بن أبي يزيد,
9063,عيسى بن خثيم,
9064,يزيد بن أبي صالح,
9065,أبان بن خالد,
9066,عبد الكريم بن سليط بن عقبة ، ويقال : عطية,مقبول
9067,حيوة بن جرول أو جندل بن الأحنف بن السمط بن امرئ القيس بن عمرو بن معاوية بن الحارث,
9068,عبيد الله بن رواحة,
9071,داود بن فراهيج,
9076,عبد الوارث,
9079,هلال بن أبي داود,
9081,عمر بن معدان,
9085,عمرو بن زنيب,
9086,عمرو بن حمزة,
9088,"عبيد بن خالد ، ويقال : عبيدة , ويقال : عبيدة بن خلف",صحابي
9089,"عبد الله بن أبي يزيد , وقيل : ابن يزيد",مقبول
9090,عبد العزيز بن عمرو بن ضمرة ، ويقال : عبد الله بن عمرو بن ضمرة,
9092,عياض بن مرثد ، أو : مرثد بن عياض,
9093,عبيد بن معاذ,صحابي
9094,جارية بن قدامة بن زهير ، ويقال : ابن مالك بن زهير بن الحصين بن رذاح بن أبي سعد : أسعد بن بجير بن ربيعة بن كعب بن سعد بن زيد مناة بن تميم,صحابي على الصحيح
9095,العاص بن هشام بن المغيرة بن عبد الله بن عمر بن مخزوم,
9096,فنج بن دحرج ، ويقال : مدجج,
9098,سلمان ، عن جنادة,مقبول
9099,"يزيد بن عطاء , يقال : ابن أبي عطاء",مقبول
9100,سعيد بن يوسف,ضعيف
9101,أبو عطاء,
9102,حرب بن زهير,
9103,"الأنصاري , صاحب البدن",
