rawi_index,name,shuhrah,laqab,kunyah,nasab,place_iqama,selat_karaba,aqeedah,date_birth,date_death,place_birth,place_death,place_travel,date_travel,tabaqah,grade_ibn_hajar,grade_thahabi
6223,المعافى بن عمران بن نفيل بن جابر بن جبلة بن عبيد بن لبيد بن مخاشن بن سليمة بن مالك بن فهم ، وقيل : المعافى بن عمران بن محمد بن عمران بن نفيل بن جابر بن وهب بن عبيد بن لبيد بن جبلة بن غنم بن دوس بن مخاشن بن سلمة بن فهم,,الياقوتة,أبو مسعود,الأزدي ، الفهمي ، النفيلي ، الموصلي ، الزاهد ، الظهري,,خاله :العلاء بن رزين الأزدي ، ابناه : أحمد ،  وعبد الكبير,,,184 هـ ، أو : 185 هـ ، أو : 186 هـ ، قال : رباح بن الجراح : 159 هـ ، أو : 166هـ  ، وفى التهذيب قال بن قانع : 204 هـ,,,الحجاز ، البصرة ، الكوفة ،الشام ، ومصر ، والجزيرة ، والموصل,,كبار التاسعة,ثقة عابد فقيه,قال شيخه الثوري : هو ياقوتة العلماء
6224,معان بن رفاعة,,,أبو محمد,السلامي ، الشامي ، الدمشقي ، ويقال : الحمصي,حمص,,,,157 هـ,,,,,السابعة,لين الحديث ، كثير الإرسال,قال أبو حاتم : يكتب حديثه ، ولا يحتج به ، وقال يحيى : ضعيف ، وقال دحيم : ثقة
6225,معاوية بن أبي سفيان : صخر بن حرب بن أمية بن عبد شمس بن عبد مناف بن قصي,,,أبو عبد الرحمن,القرشي ، الأموي,الشام,ولاه عمر بن الخطاب الشام بعد أخيه يزيد ، فأقره عثمان مدة ولايته ، ثم ولي الخلافة ، أمه : هند بنت عتبة بن ربيعة بن عبد شمس ، أخته :  أم المؤمنين أم حَبيبة بنت أبي سفيان ، أخوه :  يزيد بن أبي سفيان ، مولاه  : حريز ، أولاده :  يزيد ، وعبد الله ، وعبد الرحمن ، وعثمان,,ولد قبل البعثة ب 5 سنين ، وقيل :  ب 6 سنين  ، وقيل :  ب 13 سنه  ، والأول أشهر,"60 هـ ، وقيل : 59 هـ ,",,دمشق,,,صحابي,صحابي,من مسلمة الفتح
6226,معاوية بن أبي مزرد : عبد الرحمن بن يسار,,,,المدني ، الهاشمي مولاهم,,مولى بني هاشم ، وعمه :  أبي الحباب سعيد بن يسار,,,بين 141 هـ و150 هـ,,,,,السادسة,ليس به بأس,صدوق
6227,معاوية بن إسحاق بن طلحة بن عبيد الله,,,أبو الأزهر,التيمي ، الكوفي ، القرشي,,مولاه :  يزيد بن عطاء ، عميه  : عمران  ، وموسى ، عمته :  عائشة بنت طلحة بن عبيد الله ، ابنا عمه  : إسحاق ،  وطلحة ابنا يحيى بن طلحة ، ابن أخيه :  صالح بن موسى بن إسحاق بن طلحة بن عبيد الله,,,121 هـ : 130 هـ,,,,,السادسة,صدوق ربما وهم,وثق
6228,معاوية بن جاهمة بن العباس بن مرداس,,,,السلمي ، الحجازي ، المحاربي,,ابنه طلحة بن معاوية بن جاهمة,,,,,,,,قيل : إن له صحبة,قيل : إن له صحبة,صحابي
6229,معاوية بن حديج بن جفنة بن قتيرة ابن حارثة بن عبد شمس بن معاوية بن جعفر بن أسامة بن سعد بن أشرس بن شبيب بن السكون بن أشرس بن ثور بن عفير بن عدي بن الحارث بن مرة بن أدد,,,أبو نعيم ، ويقال :  أبو عبد الرحمن,السكوني ، الخولاني ، المصري ، التجيبي ، الكندي ، الخولاني,مصر,والد عبد الرحمن بن معاوية بن حديج ، كان عامل معاوية على مصر,كان عثمانيا,,52 هـ,,,مصر ، المغرب,,صحابي صغير,صحابي صغير,له صحبة
6231,معاوية بن الحكم,,,,السلمي ، القيسي ، الحجازي ، المديني,المدينة ، يسكن في بني سليم,ابنه كثير بن معاوية بن الحكم ، أخو علي بن الحكم,,,بين 51 هـ و60 هـ,,,,,صحابي,صحابي,صحابي
6232,معاوية بن حكيم بن معاوية ، وسماه ابن ماجه  : حكيم بن معاوية,,,,النميري ، الشامي ، القشيري,,عمه :حكيم بن معاوية ، أخو :  بهز بن حكيم,,,,,,,,الثالثة,مقبول,
6233,معاوية بن حيدة بن معاوية بن قشير بن كعب بن ربيعة بن عامر بن صعصعة,,,,القشيري ، البصري,البصرة,جد بهز بن حكيم ، ابنه :  أبو بهز حكيم ، أخوه :  مالك بن حيدة,,,بين 161 هـ و170 هـ,,خراسان,,,صحابي,صحابي,له صحبة
6234,معاوية بن سعيد بن شريح بن عزرة,,,,التجيبي ، الفهمي مولاهم ، المصري,,مولى بني فهم بن أداة بن عدي بن تجيب,,,بين 131 هـ و140 هـ,,,,,السابعة,مقبول,وثق
6235,معاوية بن سلام بن أبي سلام : ممطور,,الأسود,أبو سلام,الحبشي ، ويقال : الألهاني ، الدمشقي,حمص ، دمشق,أخوه : زيد بن سلام بن أبي سلام ، وجده  : أبي سلام الأسود,,,فى حدود 170 هـ  أو بعدها,,,,,السابعة,ثقة,ثقة
6236,معاوية بن سلمة بن سليمان,,,أبو سلمة,النصري ، الكوفي ، البصري,دمشق,,,,141 هـ : 150 هـ,,,,,الثامنة,مقبول,ليس بقوي
6237,معاوية بن سويد بن مقرن,,,أبو سعيد ، أبو سويد,المزني ، الكوفي,,عمه النعمان بن مقرن,,,91 هـ : 100 هـ,,,,,الثالثة,ثقة,
6238,معاوية بن صالح بن أبي عبيد الله : معاوية بن عبيد الله بن يسار,,الحافظ,أبو عبيد الله ، أبو عبد الرحمن,الأشعري مولاهم ، الدمشقي ، الحافظ,,مولى عبد الله بن عضاة الأشعري,,,262  هـ ، أو :  263 هـ,,دمشق,مصر,,الحادية عشرة,صدوق,الحافظ
6239,معاوية بن صالح بن حدير بن سعيد بن سعد بن فهر,حدير,,أبو عمرو ، وقيل : أبو عبد الرحمن,الحضرمي ، الحمصي ، القاضي,الأندلس ، المغرب ، الشام ، حمص,ختنه : زياد بن عبد الرحمن شبطون ، وله أخ بالشام يسمى : محمد بن صالح ، وصهره على ابنته : حميدة بنت معاوية شبطون,,,152هـ قاله أبو بكر بن كامل المعروف بابن القواس ، 158هـ ، 168هـ  ، 172هـ  قاله أبو مروان بن حبان صاحب تاريخ الأندلس,,مصر,المغرب ، مكة ، مصر ، الأندلس,صار إلى المغرب سنة 125  هـ ، وقدم مصر سنة 125 هـ,السابعة,صدوق له أوهام,صدوق إمام
6241,معاوية بن عبد الله بن جعفر بن أبي طالب,,,,الهاشمي ، القرشي، المدني,,صديق ليزيد بن معاوية ،  أولاده :  عبد الله  ، ومحمد - أمهما : أم عون الهاشمية - ، وعليا ، وحسنا ، وصالحا ، ويزيد ، وسليمان,,45 هـ,91 هـ : 100 هـ,,,,,الرابعة,مقبول,ثقة
6242,معاوية بن عمار بن أبي معاوية,,,,الدهني ، البجلي ، الكوفي,,,,,,,,,,الثامنة,صدوق,ثقة
6243,معاوية بن عمرو بن غلاب ، ويقال : معاوية بن عمرو بن خالد بن غلاب ، ويقال : غلاب اسم امرأة,,الأعرج,,النصري ، البصري ، القاضى,البصرة,من بني نصر بن معاوية بن بكر بن هوازن ، جد :  غسان بن المفضل الغلابي ، ابنه : عمرو بن معاوية بن عمرو ، ويقال : إن عمه :  الحكم بن الأعرج,,,141 هـ : 150 هـ,,,,,السادسة,ثقة,وثق
6244,معاوية بن عمرو بن المهلب بن عمرو بن شبيب,ابن الكرماني,الحافظ,أبو عمرو ، وفي كتاب الصريفيني : كنيته أبو عمر,الحافظ ، الأزدي ، الصادق ، المعني ، الكوفي الأصل ، البغدادي,بغداد,أخوه : الكرماني بن عمرو ، وسبطاه علي ابن أحمد بن النضر ، ومحمد ابن أحمد بن النضر,,128 هـ,قال ابن حبان : 213 هـ . وقال ابن سعد : 214 هـ ، أو 215 هـ,,بغداد,,,من صغار التاسعة,ثقة,كان شجاعا لا يبالي بلقاء عشرين
6245,معاوية بن قرة بن إياس بن هلال بن رئاب,,,أبو إياس,المزني ، البصري ، المدني,,ابنه : إياس بن معاوية ، وابن ابنه  : المستنير بن أخضر بن معاوية بن قرة,,قيل : إنه ولد يوم الجمل,113 هـ,,,,,الثالثة,ثقة,عالم عامل
6246,معاوية بن هشام ، ويقال : معاوية بن أبي العباس,,,أبو الحسن,"القصار ، الأزدي ، الكوفي , الأسدي مولاهم ، العبسي",,مولى بني أسد ، ابنه :  الحسن بن معاوية بن هشام ، جار الثوري,,,204 هـ  ، أو  : 205 هـ,,,,,صغار التاسعة,صدوق له أوهام,ثقة ، وكان بصيرا بعلم شريك . قال ابن معين : صالح ، وليس بذاك
6247,معاوية بن يحيى,,,أبو روح ، أبو يحيى,الصدفي ، الدمشقي ، الشامي ، ويقال : مصري,الري,كان على بيت المال بالري للمهدي,,,151 هـ : 160 هـ,,,الشام,,السابعة,ضعيف ، وما حدث بالشام أحسن مما حدث بالري,
6248,معاوية بن يحيى,,,أبو مطيع,الطرابلسي ، أو : الأطرابلسي ، الدمشقي ، الشامي,,,,,بين 171 هـ و 180 هـ,,,قدم مصر,,السابعة,صدوق له أوهام ، وغلط من خلطه بالذي قبله,وثقه أبو زرعة ، وضعفه الدارقطني ، وقال جماعة : لا بأس به
6249,معبد  ، يقال :  ابن عبد الله بن عكيم ، ويقال : ابن عبد الله بن عويمر ، ويقال :ابن خالد  ، والصحيح أنه لاينسب,,,أبو زغوة ، وفي نسخة : أبو روعة,الجهني ، القدري ، البصري,البصرة,,أول من تكلم في القدر بالبصرة ، وكان رأسا في القدر,,72 هـ ، أو : بعد 80 هـ ، وقبل 90 هـ ،,,دمشق,المدينة,,الثالثة,صدوق مبتدع ، وهو أول من أظهر القدر بالبصرة,قال أبو حاتم : صدوق ، أول من تكلم في القدر بالبصرة ، وضعفه أبو زرعة
6250,معبد بن خالد بن مزين ، ويقال : مري بن حارثة بن ناصرة بن عمرو بن سعيد بن علي بن رهم بن رباح بن يشكر بن عدوان بن عمرو بن قيس بن عيلان بن مضر بن نزار,,,أبو القاسم,الجدلي ، القيسي ، الكوفي ، القاص,,,,,118هـ ، أو : فى أول ولاية خالد على العراق,,,,,الثالثة,ثقة عابد,كان من القانتين العباد
6251,معبد بن سيرين,,,,الأنصاري مولاهم ، البصري,,إخوته : محمد ، أنس ، وعمرة ، وسودة ، مولى أنس بن مالك ، الأنصاري مولاهم,,,على رأس 100هـ,,,,,الثالثة,ثقة,
6252,معبد بن عبد الله بن هشام بن زهرة بن عثمان بن عمرو بن كعب بن سعد بن تيم بن مرة,,,أبو زهرة,التيمي ، القرشي,,ابنه : أبي عقيل زهرة بن معبد,,,,,,,,الرابعة,مقبول,وثق
6253,معبد بن كعب بن مالك,,,,الأنصاري ، السلمي ، المدني,,إخو ته : عبد الله ، وعبيد الله ، وعبد الرحمن,,,101 هـ : 110 هـ,,,,,الثالثة,مقبول,
6254,معبد بن هرمز,,,,الحجازي ، المدني,,,,,,,,,,السادسة,مجهول,وثق
6255,معبد بن هلال,,,,العنزي ، البصري,,,,,131 هـ : 140 هـ,,,,,الرابعة,ثقة,
6256,معبد بن هوذة,,,,الأنصاري ، الأوسي,,جد عبد الرحمن بن النعمان بن معبد بن هوذة ، وابنه :  نعمان,,,,,,,,صحابي,صحابي,قال ابن معين : حديثه في الكحل منكر
6257,معتمر بن سليمان بن طرخان,,الطفيل,أبو محمد,التيمي ، البصري ، المري مولاهم,بني تيم,أمه : نقوادة بنت الدينار  ، خاله : المفضل ، صهره : الفضل بن أبان الرقاشيمولى لبني مرة,كان قدريا,100 هـ  ، أو  :  106 هـ ، أو :  107 هـ,186 هـ ، أو :  187 هـ ، أو : 188 هـ,,البصرة,اليمن,قدم اليمن حين مات والد عبد الرزاق,كبار التاسعة,ثقة,كان رأسا في العلم والعبادة كأبيه
